,title_start,title_end,distance,soc_start,soc_end,startingjob_count,startingjob_trend,targetjob_count,targetjob_trend
10896,policy officer,missiles,0.9849843980696926,2668,2099,0.0,,0.0,
10897,conservation assistant,missiles,0.9647907711161104,2043,2099,0.0,,0.0,
10898,quality assurance director,missiles,0.9857286576265818,1628,2099,0.0,0.0,0.0,
10899,policy analyst,missiles,0.9784089466759083,1508,2099,6.0,0.5,0.0,
10900,missiles,missiles,1.0,2099,2099,0.0,,0.0,
10901,officer,employee relations specialist,0.9773740736157639,683,1750,1.0,,0.0,
10902,deputy director,employee relations specialist,0.9889323335882545,416,1750,0.0,,0.0,
10903,family support worker,employee relations specialist,0.9770386041224949,716,1750,0.0,0.0,0.0,
10904,chairperson,employee relations specialist,0.9823844360197008,878,1750,0.0,,0.0,
10905,apprenticeship training representative,employee relations specialist,0.9921248919367567,1417,1750,0.0,,0.0,
10906,employee relations specialist,employee relations specialist,1.0,1750,1750,0.0,,0.0,
10907,policy advisor,employee relations specialist,0.9964301941714608,2273,1750,1.0,0.0,0.0,
10908,corporate compliance director,employee relations specialist,0.9805432985320949,1216,1750,0.0,,0.0,
10909,counsel,employee relations specialist,0.9835415325846509,867,1750,5.0,0.6666666666666666,0.0,
10910,client services manager,employee relations specialist,0.9847599580112412,2134,1750,6.0,-0.25,0.0,
10911,human resources specialists,employee relations specialist,0.982168063227749,955,1750,0.0,,0.0,
10912,officer,background investigator,0.9767591761803152,683,1236,1.0,,0.0,
10913,commissioner,background investigator,0.9850867926564746,1656,1236,0.0,,0.0,
10914,court officer,background investigator,0.9802951234886039,1802,1236,0.0,,0.0,
10915,liaison officer,background investigator,0.9802951234886039,1803,1236,9.0,0.125,0.0,
10916,assistant district attorney,background investigator,0.9877990947392328,2402,1236,0.0,,0.0,
10917,background investigator,background investigator,1.0,1236,1236,0.0,,0.0,
10918,trial attorney,background investigator,0.9871189949136976,1673,1236,0.0,,0.0,
10919,special investigator,background investigator,0.9901865703379877,2316,1236,0.0,,0.0,
10920,claim investigator,background investigator,0.975929631074103,896,1236,0.0,,0.0,
10921,child protective investigator,background investigator,0.9794065298996585,1894,1236,0.0,,0.0,
10922,circuit court clerk,background investigator,0.9717913444167614,2480,1236,0.0,,0.0,
10923,attorney general,background investigator,0.9791278284163819,1957,1236,0.0,,0.0,
10924,litigation attorney,background investigator,0.9791278284163819,1958,1236,0.0,,0.0,
10925,child support specialist,background investigator,0.9847403281609144,684,1236,0.0,,0.0,
10926,compliance managers,investigator,0.9791347287373782,1483,138,0.0,,4.0,-0.2
10927,commissioner,investigator,0.9787827229170063,1656,138,0.0,,4.0,-0.2
10928,city manager,investigator,0.974391805270172,1026,138,1.0,0.0,4.0,-0.2
10929,investigator,investigator,1.0,138,138,4.0,-0.2,4.0,-0.2
10930,senior investigator,investigator,0.9850254757388469,566,138,0.0,0.0,4.0,-0.2
10931,security specialist,investigator,0.9819060334610235,635,138,7.0,0.16666666666666666,4.0,-0.2
10932,supervisory examiner,investigator,0.9802268678841068,720,138,0.0,,4.0,-0.2
10933,autocad drafter,investigator,0.9678747892138118,964,138,3.0,0.5,4.0,-0.2
10934,inspector general,investigator,0.9815912055998139,1215,138,0.0,,4.0,-0.2
10935,director of safety,investigator,0.9696667607201039,1361,138,0.0,0.0,4.0,-0.2
10936,service officer,investigator,0.9780123960412848,1721,138,1.0,,4.0,-0.2
10937,court officer,investigator,0.9792184827998951,1802,138,0.0,,4.0,-0.2
10938,liaison officer,investigator,0.9792184827998951,1803,138,9.0,0.125,4.0,-0.2
10939,forensics,investigator,0.9881680475807137,2222,138,0.0,,4.0,-0.2
10940,forensic specialist,investigator,0.9519566861143547,2254,138,0.0,,4.0,-0.2
10941,evidence custodian,investigator,0.9751804698986117,2326,138,0.0,,4.0,-0.2
10942,assistant district attorney,investigator,0.9797521891028877,2402,138,0.0,,4.0,-0.2
10943,insurance fraud investigator,investigator,0.9887158919580457,2410,138,0.0,,4.0,-0.2
10944,criminal investigator,investigator,0.9891945822808315,2608,138,0.0,,4.0,-0.2
10945,computer analyst,investigator,0.9604671127627161,2858,138,0.0,0.0,4.0,-0.2
10946,defense analyst,investigator,0.9604671127627161,2859,138,0.0,,4.0,-0.2
10947,crime scene technician,investigator,0.9792888729748339,2878,138,0.0,,4.0,-0.2
10948,compliance managers,senior investigator,0.9887441159405461,1483,566,0.0,,0.0,0.0
10949,investigator,senior investigator,0.9850254757388469,138,566,4.0,-0.2,0.0,0.0
10950,senior investigator,senior investigator,1.0,566,566,0.0,0.0,0.0,0.0
10951,inspector general,senior investigator,0.985687082461886,1215,566,0.0,,0.0,0.0
10952,computer analyst,senior investigator,0.9791088352371142,2858,566,0.0,0.0,0.0,0.0
10953,defense analyst,senior investigator,0.9791088352371142,2859,566,0.0,,0.0,0.0
10954,information systems security officer,senior investigator,0.9762548801005438,888,566,0.0,,0.0,0.0
10955,safety investigator,senior investigator,0.9598283375527429,1671,566,0.0,,0.0,0.0
10956,acoustic,senior investigator,0.9746864909540193,2749,566,0.0,,0.0,0.0
10957,compliance managers,compliance managers,1.0,1483,1483,0.0,,0.0,
10958,environmental programs specialist,compliance managers,0.9854254890626044,1611,1483,0.0,,0.0,
10959,commissioner,compliance managers,0.9835722191969679,1656,1483,0.0,,0.0,
10960,director of compliance,compliance managers,0.9832605411876534,1529,1483,0.0,,0.0,
10961,compliance officers,compliance managers,0.9832962586362677,1816,1483,0.0,,0.0,
10962,regulatory analyst,compliance managers,0.9770605128428416,1109,1483,0.0,0.0,0.0,
10963,city manager,compliance managers,0.981103336565419,1026,1483,1.0,0.0,0.0,
10964,senior investigator,compliance managers,0.9887441159405461,566,1483,0.0,0.0,0.0,
10965,inspector general,compliance managers,0.9709532413541013,1215,1483,0.0,,0.0,
10966,compliance managers,director of compliance,0.9832605411876534,1483,1529,0.0,,0.0,
10967,environmental programs specialist,director of compliance,0.9744939479651611,1611,1529,0.0,,0.0,
10968,director of compliance,director of compliance,1.0,1529,1529,0.0,,0.0,
10969,chief executive officer,director of compliance,0.984709474842858,2494,1529,11.0,1.75,0.0,
10970,corporate compliance director,director of compliance,0.9723345574280935,1216,1529,0.0,,0.0,
10971,counsel,director of compliance,0.9801455770765961,867,1529,5.0,0.6666666666666666,0.0,
10972,compliance officers,director of compliance,0.9858543854686063,1816,1529,0.0,,0.0,
10973,chief compliance officer,director of compliance,0.9856371635028334,2522,1529,1.0,0.0,0.0,
10974,legal compliance officer,director of compliance,0.9856371635028334,2523,1529,0.0,,0.0,
10975,regulatory analyst,director of compliance,0.9846375431956582,1109,1529,0.0,0.0,0.0,
10976,accountants and auditors,director of compliance,0.9776383562146698,2188,1529,0.0,,0.0,
10977,policy analyst,director of compliance,0.9738702379875885,1508,1529,6.0,0.5,0.0,
10978,compliance managers,compliance officers,0.9832962586362677,1483,1816,0.0,,0.0,
10979,environmental programs specialist,compliance officers,0.9769974427188066,1611,1816,0.0,,0.0,
